,filename,xmin,ymin,xmax,ymax,x_centre,y_centre,x_centre_avg,y_centre_avg,new_xmin,new_ymin
121,OC01_R_10s_lowfps.mp4,485,405,955,936,720.0,670.5,728.0,641.0,338.0,170.0
122,OC01_R_10s_lowfps.mp4,492,362,934,886,713.0,624.0,728.0,641.0,338.0,170.0
123,OC01_R_10s_lowfps.mp4,509,362,929,877,719.0,619.5,728.0,641.0,338.0,170.0
124,OC01_R_10s_lowfps.mp4,493,391,949,915,721.0,653.0,728.0,641.0,338.0,170.0
125,OC01_R_10s_lowfps.mp4,504,356,939,884,721.5,620.0,728.0,641.0,338.0,170.0
126,OC01_R_10s_lowfps.mp4,486,414,938,928,712.0,671.0,728.0,641.0,338.0,170.0
127,OC01_R_10s_lowfps.mp4,497,463,927,915,712.0,689.0,728.0,641.0,338.0,170.0
128,OC01_R_10s_lowfps.mp4,504,468,932,921,718.0,694.5,728.0,641.0,338.0,170.0
129,OC01_R_10s_lowfps.mp4,478,401,922,921,700.0,661.0,728.0,641.0,338.0,170.0
130,OC01_R_10s_lowfps.mp4,488,363,940,886,714.0,624.5,728.0,641.0,338.0,170.0
131,OC01_R_10s_lowfps.mp4,486,390,935,904,710.5,647.0,728.0,641.0,338.0,170.0
132,OC01_R_10s_lowfps.mp4,487,383,966,920,726.5,651.5,728.0,641.0,338.0,170.0
133,OC01_R_10s_lowfps.mp4,501,371,929,871,715.0,621.0,728.0,641.0,338.0,170.0
134,OC01_R_10s_lowfps.mp4,451,404,923,929,687.0,666.5,728.0,641.0,338.0,170.0
135,OC01_R_10s_lowfps.mp4,486,480,925,910,705.5,695.0,728.0,641.0,338.0,170.0
136,OC01_R_10s_lowfps.mp4,491,440,928,902,709.5,671.0,728.0,641.0,338.0,170.0
137,OC01_R_10s_lowfps.mp4,483,439,950,922,716.5,680.5,728.0,641.0,338.0,170.0
138,OC01_R_10s_lowfps.mp4,485,338,960,881,722.5,609.5,728.0,641.0,338.0,170.0
139,OC01_R_10s_lowfps.mp4,511,329,934,858,722.5,593.5,728.0,641.0,338.0,170.0
140,OC01_R_10s_lowfps.mp4,498,340,968,862,733.0,601.0,728.0,641.0,338.0,170.0
141,OC01_R_10s_lowfps.mp4,506,427,974,897,740.0,662.0,728.0,641.0,338.0,170.0
142,OC01_R_10s_lowfps.mp4,501,407,974,915,737.5,661.0,728.0,641.0,338.0,170.0
143,OC01_R_10s_lowfps.mp4,499,409,954,914,726.5,661.5,728.0,641.0,338.0,170.0
144,OC01_R_10s_lowfps.mp4,501,450,951,907,726.0,678.5,728.0,641.0,338.0,170.0
145,OC01_R_10s_lowfps.mp4,478,379,960,888,719.0,633.5,728.0,641.0,338.0,170.0
146,OC01_R_10s_lowfps.mp4,494,347,949,865,721.5,606.0,728.0,641.0,338.0,170.0
147,OC01_R_10s_lowfps.mp4,525,336,941,863,733.0,599.5,728.0,641.0,338.0,170.0
148,OC01_R_10s_lowfps.mp4,517,337,954,860,735.5,598.5,728.0,641.0,338.0,170.0
149,OC01_R_10s_lowfps.mp4,487,373,976,898,731.5,635.5,728.0,641.0,338.0,170.0
151,OC01_R_10s_lowfps.mp4,515,417,963,904,739.0,660.5,728.0,641.0,338.0,170.0
152,OC01_R_10s_lowfps.mp4,489,385,966,911,727.5,648.0,728.0,641.0,338.0,170.0
153,OC01_R_10s_lowfps.mp4,474,341,967,877,720.5,609.0,728.0,641.0,338.0,170.0
154,OC01_R_10s_lowfps.mp4,508,334,946,861,727.0,597.5,728.0,641.0,338.0,170.0
155,OC01_R_10s_lowfps.mp4,524,326,951,868,737.5,597.0,728.0,641.0,338.0,170.0
156,OC01_R_10s_lowfps.mp4,516,335,934,864,725.0,599.5,728.0,641.0,338.0,170.0
157,OC01_R_10s_lowfps.mp4,447,362,957,889,702.0,625.5,728.0,641.0,338.0,170.0
158,OC01_R_10s_lowfps.mp4,499,413,956,905,727.5,659.0,728.0,641.0,338.0,170.0
159,OC01_R_10s_lowfps.mp4,498,440,944,903,721.0,671.5,728.0,641.0,338.0,170.0
160,OC01_R_10s_lowfps.mp4,503,432,954,898,728.5,665.0,728.0,641.0,338.0,170.0
161,OC01_R_10s_lowfps.mp4,479,340,946,865,712.5,602.5,728.0,641.0,338.0,170.0
162,OC01_R_10s_lowfps.mp4,500,307,940,844,720.0,575.5,728.0,641.0,338.0,170.0
163,OC01_R_10s_lowfps.mp4,525,295,932,842,728.5,568.5,728.0,641.0,338.0,170.0
164,OC01_R_10s_lowfps.mp4,513,310,927,846,720.0,578.0,728.0,641.0,338.0,170.0
165,OC01_R_10s_lowfps.mp4,475,342,968,884,721.5,613.0,728.0,641.0,338.0,170.0
166,OC03_R_10s_lowfps.mp4,710,512,1019,853,864.5,682.5,913.0,659.0,523.0,170.0
167,OC03_R_10s_lowfps.mp4,708,514,1020,851,864.0,682.5,913.0,659.0,523.0,170.0
168,OC03_R_10s_lowfps.mp4,725,632,1073,879,899.0,755.5,913.0,659.0,523.0,170.0
169,OC03_R_10s_lowfps.mp4,724,631,1078,881,901.0,756.0,913.0,659.0,523.0,170.0
170,OC03_R_10s_lowfps.mp4,726,623,1077,879,901.5,751.0,913.0,659.0,523.0,170.0
171,OC03_R_10s_lowfps.mp4,725,622,1078,882,901.5,752.0,913.0,659.0,523.0,170.0
172,OC03_R_10s_lowfps.mp4,725,621,1084,885,904.5,753.0,913.0,659.0,523.0,170.0
173,OC03_R_10s_lowfps.mp4,724,615,1078,883,901.0,749.0,913.0,659.0,523.0,170.0
174,OC03_R_10s_lowfps.mp4,716,558,1054,870,885.0,714.0,913.0,659.0,523.0,170.0
175,OC03_R_10s_lowfps.mp4,728,638,1070,878,899.0,758.0,913.0,659.0,523.0,170.0
176,OC03_R_10s_lowfps.mp4,742,450,991,784,866.5,617.0,913.0,659.0,523.0,170.0
177,OC03_R_10s_lowfps.mp4,742,591,1086,876,914.0,733.5,913.0,659.0,523.0,170.0
178,OC03_R_10s_lowfps.mp4,746,557,1093,853,919.5,705.0,913.0,659.0,523.0,170.0
179,OC03_R_10s_lowfps.mp4,748,553,1100,857,924.0,705.0,913.0,659.0,523.0,170.0
180,OC03_R_10s_lowfps.mp4,726,462,992,723,859.0,592.5,913.0,659.0,523.0,170.0
181,OC03_R_10s_lowfps.mp4,723,567,1089,855,906.0,711.0,913.0,659.0,523.0,170.0
182,OC03_R_10s_lowfps.mp4,706,474,1099,889,902.5,681.5,913.0,659.0,523.0,170.0
183,OC03_R_10s_lowfps.mp4,733,571,1094,857,913.5,714.0,913.0,659.0,523.0,170.0
184,OC03_R_10s_lowfps.mp4,740,578,1090,851,915.0,714.5,913.0,659.0,523.0,170.0
185,OC03_R_10s_lowfps.mp4,743,580,1092,846,917.5,713.0,913.0,659.0,523.0,170.0
186,OC03_R_10s_lowfps.mp4,741,542,1100,818,920.5,680.0,913.0,659.0,523.0,170.0
187,OC03_R_10s_lowfps.mp4,738,576,1104,826,921.0,701.0,913.0,659.0,523.0,170.0
188,OC03_R_10s_lowfps.mp4,718,414,1084,834,901.0,624.0,913.0,659.0,523.0,170.0
189,OC03_R_10s_lowfps.mp4,739,598,1105,850,922.0,724.0,913.0,659.0,523.0,170.0
190,OC03_R_10s_lowfps.mp4,758,580,1098,829,928.0,704.5,913.0,659.0,523.0,170.0
191,OC03_R_10s_lowfps.mp4,753,577,1104,819,928.5,698.0,913.0,659.0,523.0,170.0
192,OC03_R_10s_lowfps.mp4,728,565,1110,834,919.0,699.5,913.0,659.0,523.0,170.0
193,OC03_R_10s_lowfps.mp4,735,565,1106,827,920.5,696.0,913.0,659.0,523.0,170.0
194,OC03_R_10s_lowfps.mp4,773,390,1011,707,892.0,548.5,913.0,659.0,523.0,170.0
195,OC03_R_10s_lowfps.mp4,744,561,1101,825,922.5,693.0,913.0,659.0,523.0,170.0
196,OC03_R_10s_lowfps.mp4,780,389,1005,689,892.5,539.0,913.0,659.0,523.0,170.0
197,OC03_R_10s_lowfps.mp4,735,569,1102,831,918.5,700.0,913.0,659.0,523.0,170.0
198,OC03_R_10s_lowfps.mp4,733,538,1103,829,918.0,683.5,913.0,659.0,523.0,170.0
199,OC03_R_10s_lowfps.mp4,737,596,1106,838,921.5,717.0,913.0,659.0,523.0,170.0
200,OC03_R_10s_lowfps.mp4,756,598,1099,837,927.5,717.5,913.0,659.0,523.0,170.0
202,OC03_R_10s_lowfps.mp4,718,599,1102,858,910.0,728.5,913.0,659.0,523.0,170.0
203,OC03_R_10s_lowfps.mp4,735,596,1093,830,914.0,713.0,913.0,659.0,523.0,170.0
204,OC03_R_10s_lowfps.mp4,763,391,996,733,879.5,562.0,913.0,659.0,523.0,170.0
205,OC03_R_10s_lowfps.mp4,750,600,1077,847,913.5,723.5,913.0,659.0,523.0,170.0
206,OC03_R_10s_lowfps.mp4,755,603,1104,833,929.5,718.0,913.0,659.0,523.0,170.0
207,OC03_R_10s_lowfps.mp4,739,534,1047,802,893.0,668.0,913.0,659.0,523.0,170.0
208,OC03_R_10s_lowfps.mp4,734,573,1103,834,918.5,703.5,913.0,659.0,523.0,170.0
209,OC03_R_10s_lowfps.mp4,726,393,1087,844,906.5,618.5,913.0,659.0,523.0,170.0
210,OC03_R_10s_lowfps.mp4,830,386,1015,696,922.5,541.0,913.0,659.0,523.0,170.0
211,OC03_R_10s_lowfps.mp4,732,387,1087,844,909.5,615.5,913.0,659.0,523.0,170.0
212,OC03_R_10s_lowfps.mp4,753,564,1101,827,927.0,695.5,913.0,659.0,523.0,170.0
213,OC03_R_10s_lowfps.mp4,743,570,1104,828,923.5,699.0,913.0,659.0,523.0,170.0
214,OC03_R_10s_lowfps.mp4,810,397,1034,718,922.0,557.5,913.0,659.0,523.0,170.0
215,OC03_R_10s_lowfps.mp4,759,581,1100,837,929.5,709.0,913.0,659.0,523.0,170.0
216,OC03_R_10s_lowfps.mp4,777,590,1102,848,939.5,719.0,913.0,659.0,523.0,170.0
217,OC03_R_10s_lowfps.mp4,711,407,1090,837,900.5,622.0,913.0,659.0,523.0,170.0
218,OC03_R_10s_lowfps.mp4,734,607,1096,858,915.0,732.5,913.0,659.0,523.0,170.0
219,OC03_R_10s_lowfps.mp4,724,404,1094,846,909.0,625.0,913.0,659.0,523.0,170.0
220,OC03_R_10s_lowfps.mp4,827,394,1015,709,921.0,551.5,913.0,659.0,523.0,170.0
221,OC03_R_10s_lowfps.mp4,800,394,1034,718,917.0,556.0,913.0,659.0,523.0,170.0
222,OC03_R_10s_lowfps.mp4,761,571,1100,827,930.5,699.0,913.0,659.0,523.0,170.0
223,OC03_R_10s_lowfps.mp4,764,545,1119,836,941.5,690.5,913.0,659.0,523.0,170.0
224,OC03_R_10s_lowfps.mp4,826,393,1024,714,925.0,553.5,913.0,659.0,523.0,170.0
225,OC03_R_10s_lowfps.mp4,765,567,1095,834,930.0,700.5,913.0,659.0,523.0,170.0
226,OC03_R_10s_lowfps.mp4,787,389,1000,731,893.5,560.0,913.0,659.0,523.0,170.0
227,OC03_R_10s_lowfps.mp4,723,602,1099,860,911.0,731.0,913.0,659.0,523.0,170.0
228,OC03_R_10s_lowfps.mp4,737,588,1108,843,922.5,715.5,913.0,659.0,523.0,170.0
229,OC03_R_10s_lowfps.mp4,819,397,1020,705,919.5,551.0,913.0,659.0,523.0,170.0
231,OC03_R_10s_lowfps.mp4,729,399,1109,852,919.0,625.5,913.0,659.0,523.0,170.0
232,OC03_R_10s_lowfps.mp4,760,582,1110,832,935.0,707.0,913.0,659.0,523.0,170.0
233,OC03_R_10s_lowfps.mp4,746,385,1102,842,924.0,613.5,913.0,659.0,523.0,170.0
235,OC03_R_10s_lowfps.mp4,758,589,1089,834,923.5,711.5,913.0,659.0,523.0,170.0
236,OC03_R_10s_lowfps.mp4,722,409,1102,854,912.0,631.5,913.0,659.0,523.0,170.0
237,OC03_R_10s_lowfps.mp4,756,578,1101,828,928.5,703.0,913.0,659.0,523.0,170.0
238,OC03_R_10s_lowfps.mp4,781,386,1051,712,916.0,549.0,913.0,659.0,523.0,170.0
239,OC03_R_10s_lowfps.mp4,760,572,1091,830,925.5,701.0,913.0,659.0,523.0,170.0
240,OC03_R_10s_lowfps.mp4,819,395,1024,718,921.5,556.5,913.0,659.0,523.0,170.0
241,OC03_R_10s_lowfps.mp4,752,579,1091,823,921.5,701.0,913.0,659.0,523.0,170.0
242,OC03_R_10s_lowfps.mp4,748,579,1108,834,928.0,706.5,913.0,659.0,523.0,170.0
243,OC03_R_10s_lowfps.mp4,814,393,1032,722,923.0,557.5,913.0,659.0,523.0,170.0
244,OC03_R_10s_lowfps.mp4,779,580,1102,838,940.5,709.0,913.0,659.0,523.0,170.0
245,OC03_R_10s_lowfps.mp4,750,581,1098,837,924.0,709.0,913.0,659.0,523.0,170.0
246,OC03_R_10s_lowfps.mp4,748,571,1111,843,929.5,707.0,913.0,659.0,523.0,170.0
247,OC03_R_10s_lowfps.mp4,822,394,1022,710,922.0,552.0,913.0,659.0,523.0,170.0
248,OC03_R_10s_lowfps.mp4,823,397,1019,713,921.0,555.0,913.0,659.0,523.0,170.0
249,OC03_R_10s_lowfps.mp4,764,575,1105,831,934.5,703.0,913.0,659.0,523.0,170.0
250,OC03_R_10s_lowfps.mp4,762,577,1108,831,935.0,704.0,913.0,659.0,523.0,170.0
251,OC03_R_10s_lowfps.mp4,823,397,1033,714,928.0,555.5,913.0,659.0,523.0,170.0
253,OC03_R_10s_lowfps.mp4,799,385,1042,742,920.5,563.5,913.0,659.0,523.0,170.0
254,OC03_R_10s_lowfps.mp4,761,587,1104,830,932.5,708.5,913.0,659.0,523.0,170.0
255,OC03_R_10s_lowfps.mp4,761,589,1113,831,937.0,710.0,913.0,659.0,523.0,170.0
256,OC03_R_10s_lowfps.mp4,791,387,1050,714,920.5,550.5,913.0,659.0,523.0,170.0
258,OC03_R_10s_lowfps.mp4,770,386,1000,690,885.0,538.0,913.0,659.0,523.0,170.0
259,OC03_R_10s_lowfps.mp4,756,589,1102,845,929.0,717.0,913.0,659.0,523.0,170.0
260,OC03_R_10s_lowfps.mp4,747,586,1110,846,928.5,716.0,913.0,659.0,523.0,170.0
261,OC03_R_10s_lowfps.mp4,812,395,1027,728,919.5,561.5,913.0,659.0,523.0,170.0
262,OC03_R_10s_lowfps.mp4,709,414,1096,855,902.5,634.5,913.0,659.0,523.0,170.0
263,OC03_R_10s_lowfps.mp4,719,618,1105,867,912.0,742.5,913.0,659.0,523.0,170.0
264,OC03_R_10s_lowfps.mp4,732,410,996,695,864.0,552.5,913.0,659.0,523.0,170.0
265,OC03_R_10s_lowfps.mp4,825,403,1008,719,916.5,561.0,913.0,659.0,523.0,170.0
266,OC03_R_10s_lowfps.mp4,760,400,1005,736,882.5,568.0,913.0,659.0,523.0,170.0
267,OC03_R_10s_lowfps.mp4,737,610,1104,861,920.5,735.5,913.0,659.0,523.0,170.0
268,OC03_R_10s_lowfps.mp4,751,589,1115,854,933.0,721.5,913.0,659.0,523.0,170.0
269,OC03_R_10s_lowfps.mp4,817,397,1021,729,919.0,563.0,913.0,659.0,523.0,170.0
270,OC03_R_10s_lowfps.mp4,827,395,1008,736,917.5,565.5,913.0,659.0,523.0,170.0
271,OC03_R_10s_lowfps.mp4,763,400,1003,737,883.0,568.5,913.0,659.0,523.0,170.0
272,OC03_R_10s_lowfps.mp4,735,615,1108,867,921.5,741.0,913.0,659.0,523.0,170.0
273,OC03_R_10s_lowfps.mp4,749,581,1108,857,928.5,719.0,913.0,659.0,523.0,170.0
274,OC03_R_10s_lowfps.mp4,818,401,1022,720,920.0,560.5,913.0,659.0,523.0,170.0
275,OC03_R_10s_lowfps.mp4,780,409,1006,728,893.0,568.5,913.0,659.0,523.0,170.0
276,OC03_R_10s_lowfps.mp4,741,612,1104,868,922.5,740.0,913.0,659.0,523.0,170.0
277,OC03_R_10s_lowfps.mp4,725,609,1119,872,922.0,740.5,913.0,659.0,523.0,170.0
278,OC03_R_10s_lowfps.mp4,815,394,1018,736,916.5,565.0,913.0,659.0,523.0,170.0
279,OC03_R_10s_lowfps.mp4,838,398,1007,726,922.5,562.0,913.0,659.0,523.0,170.0
280,OC03_R_10s_lowfps.mp4,736,425,1000,702,868.0,563.5,913.0,659.0,523.0,170.0
